timestamp,hr
00.000,90.98
01.000,90.8
02.000,90.65
03.000,90.5
04.000,90.35
05.000,90.3
06.000,90.28
07.000,90.28
08.000,90.25
09.000,90.27
10.000,90.33
11.000,90.38
12.000,90.45
13.000,90.57
14.000,90.67
15.000,90.72
16.000,90.78
17.000,90.82
18.000,90.92
19.000,90.98
20.000,91.03
21.000,91.08
22.000,91.08
23.000,91.07
24.000,91.12
25.000,91.25
26.000,91.48
27.000,91.82
28.000,92.18
29.000,92.53
30.000,92.85
31.000,93.07
32.000,93.32
33.000,93.42
34.000,93.47
35.000,93.53
36.000,93.55
37.000,93.55
38.000,93.65
39.000,93.7
40.000,93.73
41.000,93.72
42.000,93.68
43.000,93.63
44.000,93.57
45.000,93.37
46.000,93.2
47.000,93.05
48.000,92.93
49.000,92.85
50.000,92.77
51.000,92.62
52.000,92.47
53.000,92.35
54.000,92.27
55.000,92.2
56.000,92.12
57.000,91.98
58.000,91.87
59.000,91.78
