timestamp,hr
00.000,89.43
01.000,89.43
02.000,89.42
03.000,89.35
04.000,89.27
05.000,89.17
06.000,89.07
07.000,88.95
08.000,88.82
09.000,88.58
10.000,88.37
11.000,88.17
12.000,87.98
13.000,87.83
14.000,87.7
15.000,87.6
16.000,87.52
17.000,87.45
18.000,87.4
19.000,87.35
20.000,87.27
21.000,87.15
22.000,87.02
23.000,86.88
24.000,86.75
25.000,86.63
26.000,86.53
27.000,86.47
28.000,86.45
29.000,86.43
30.000,86.47
31.000,86.52
32.000,86.62
33.000,86.72
34.000,86.83
35.000,86.95
36.000,87.08
37.000,87.25
38.000,87.42
39.000,87.6
40.000,87.8
41.000,88.0
42.000,88.2
43.000,88.37
44.000,88.48
45.000,88.55
46.000,88.6
47.000,88.6
48.000,88.58
49.000,88.55
50.000,88.52
51.000,88.5
52.000,88.5
53.000,88.52
54.000,88.52
55.000,88.52
56.000,88.52
57.000,88.52
58.000,88.52
59.000,88.5
