timestamp,hr
00.000,67.8
01.000,67.73
02.000,67.67
03.000,67.58
04.000,67.52
05.000,67.45
06.000,67.37
07.000,67.28
08.000,67.2
09.000,67.12
10.000,67.02
11.000,66.9
12.000,66.77
13.000,66.63
14.000,66.48
15.000,66.33
16.000,66.17
17.000,66.0
18.000,65.82
19.000,65.63
20.000,65.43
21.000,65.23
22.000,65.03
23.000,64.85
24.000,64.67
25.000,64.48
26.000,64.28
27.000,64.08
28.000,63.88
29.000,63.67
30.000,63.43
31.000,63.2
32.000,62.95
33.000,62.7
34.000,62.45
35.000,62.18
36.000,61.95
37.000,61.72
38.000,61.5
39.000,61.28
40.000,61.08
41.000,60.88
42.000,60.7
43.000,60.55
44.000,60.4
45.000,60.25
46.000,60.12
47.000,59.98
48.000,59.87
49.000,59.75
50.000,59.65
51.000,59.57
52.000,59.48
53.000,59.4
54.000,59.33
55.000,59.28
56.000,59.25
57.000,59.22
58.000,59.17
59.000,59.12
