ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1600963200.0,sleep,111,,,ALONE,,,home,6,1,3
1600963260.0,sleep,111,,,ALONE,,,home,6,1,3
1600963320.0,sleep,111,,,ALONE,,,home,6,1,3
1600963380.0,sleep,111,,,ALONE,,,home,6,1,3
1600963440.0,sleep,111,,,ALONE,,,home,6,1,3
1600963500.0,sleep,111,,,ALONE,,,home,6,1,3
1600963560.0,sleep,111,,,ALONE,,,home,6,1,3
1600963620.0,sleep,111,,,ALONE,,,home,6,1,3
1600963680.0,sleep,111,,,ALONE,,,home,6,1,3
1600963740.0,sleep,111,,,ALONE,,,home,6,1,3
1600963800.0,sleep,111,,,ALONE,,,home,6,1,3
1600963860.0,sleep,111,,,ALONE,,,home,6,1,3
1600963920.0,sleep,111,,,ALONE,,,home,6,1,3
1600963980.0,sleep,111,,,ALONE,,,home,6,1,3
1600964040.0,sleep,111,,,ALONE,,,home,6,1,3
1600964100.0,sleep,111,,,ALONE,,,home,6,1,3
1600964160.0,sleep,111,,,ALONE,,,home,6,1,3
1600964220.0,sleep,111,,,ALONE,,,home,6,1,3
1600964280.0,sleep,111,,,ALONE,,,home,6,1,3
1600964340.0,sleep,111,,,ALONE,,,home,6,1,3
1600964400.0,sleep,111,,,ALONE,,,home,6,1,3
1600964460.0,sleep,111,,,ALONE,,,home,6,1,3
1600964520.0,sleep,111,,,ALONE,,,home,6,1,3
1600964580.0,sleep,111,,,ALONE,,,home,6,1,3
1600964640.0,sleep,111,,,ALONE,,,home,6,1,3
1600964700.0,sleep,111,,,ALONE,,,home,6,1,3
1600964760.0,sleep,111,,,ALONE,,,home,6,1,3
1600964820.0,sleep,111,,,ALONE,,,home,6,1,3
1600964880.0,sleep,111,,,ALONE,,,home,6,1,3
1600964940.0,sleep,111,,,ALONE,,,home,6,1,3
1600965000.0,sleep,111,,,ALONE,,,home,6,1,3
1600965060.0,sleep,111,,,ALONE,,,home,6,1,3
1600965120.0,sleep,111,,,ALONE,,,home,6,1,3
1600965180.0,sleep,111,,,ALONE,,,home,6,1,3
1600965240.0,sleep,111,,,ALONE,,,home,6,1,3
1600965300.0,sleep,111,,,ALONE,,,home,6,1,3
1600965360.0,sleep,111,,,ALONE,,,home,6,1,3
1600965420.0,sleep,111,,,ALONE,,,home,6,1,3
1600965480.0,sleep,111,,,ALONE,,,home,6,1,3
1600965540.0,sleep,111,,,ALONE,,,home,6,1,3
1600965600.0,sleep,111,,,ALONE,,,home,6,1,3
1600965660.0,sleep,111,,,ALONE,,,home,6,1,3
1600965720.0,sleep,111,,,ALONE,,,home,6,1,3
1600965780.0,sleep,111,,,ALONE,,,home,6,1,3
1600965840.0,sleep,111,,,ALONE,,,home,6,1,3
1600965900.0,sleep,111,,,ALONE,,,home,6,1,3
1600965960.0,sleep,111,,,ALONE,,,home,6,1,3
1600966020.0,sleep,111,,,ALONE,,,home,6,1,3
1600966080.0,sleep,111,,,ALONE,,,home,6,1,3
1600966140.0,sleep,111,,,ALONE,,,home,6,1,3
1600966200.0,sleep,111,,,ALONE,,,home,6,1,3
1600966260.0,sleep,111,,,ALONE,,,home,6,1,3
1600966320.0,sleep,111,,,ALONE,,,home,6,1,3
1600966380.0,sleep,111,,,ALONE,,,home,6,1,3
1600966440.0,sleep,111,,,ALONE,,,home,6,1,3
1600966500.0,sleep,111,,,ALONE,,,home,6,1,3
1600966560.0,sleep,111,,,ALONE,,,home,6,1,3
1600966620.0,sleep,111,,,ALONE,,,home,6,1,3
1600966680.0,sleep,111,,,ALONE,,,home,6,1,3
1600966740.0,sleep,111,,,ALONE,,,home,6,1,3
1600966800.0,sleep,111,,,ALONE,,,home,6,1,3
1600966860.0,sleep,111,,,ALONE,,,home,6,1,3
1600966920.0,sleep,111,,,ALONE,,,home,6,1,3
1600966980.0,sleep,111,,,ALONE,,,home,6,1,3
1600967040.0,sleep,111,,,ALONE,,,home,6,1,3
1600967100.0,sleep,111,,,ALONE,,,home,6,1,3
1600967160.0,sleep,111,,,ALONE,,,home,6,1,3
1600967220.0,sleep,111,,,ALONE,,,home,6,1,3
1600967280.0,sleep,111,,,ALONE,,,home,6,1,3
1600967340.0,sleep,111,,,ALONE,,,home,6,1,3
1600967400.0,sleep,111,,,ALONE,,,home,6,1,3
1600967460.0,sleep,111,,,ALONE,,,home,6,1,3
1600967520.0,sleep,111,,,ALONE,,,home,6,1,3
1600967580.0,sleep,111,,,ALONE,,,home,6,1,3
1600967640.0,sleep,111,,,ALONE,,,home,6,1,3
1600967700.0,sleep,111,,,ALONE,,,home,6,1,3
1600967760.0,sleep,111,,,ALONE,,,home,6,1,3
1600967820.0,sleep,111,,,ALONE,,,home,6,1,3
1600967880.0,sleep,111,,,ALONE,,,home,6,1,3
1600967940.0,sleep,111,,,ALONE,,,home,6,1,3
