timestamp,x,y,z,roll,pitch,yaw
00.003,-0.00027122418,-0.00018081612,0.00055466563,-3.9033767e-09,5.8550658e-09,-1.1973872e-08
00.023,-0.00027122418,-0.00018081612,0.0011655309,-3.6714214e-09,5.507132e-09,-2.3665782e-08
00.062,0.0009505063,-0.00079168135,-5.6199602e-05,-1.6447322e-08,-1.9746938e-08,1.1675566e-09
00.083,-0.0008820894,-0.00079168135,-5.6199602e-05,-1.5760557e-08,1.7560374e-08,1.118805e-09
00.122,0.00033964106,0.0004300491,0.00055466563,5.6256497e-09,-4.4429846e-09,-7.2558097e-09
00.163,0.0009505063,0.0004300491,0.00055466563,8.524909e-09,-1.8841986e-08,-1.0995195e-08
00.182,-0.00027122418,-0.00018081612,-5.6199602e-05,-1.0034512e-09,1.5051769e-09,3.118835e-10
00.222,0.00033964106,-0.00079168135,-0.00066706486,-2.8942916e-08,-1.24168675e-08,2.4387088e-08
00.264,0.00033964106,-0.00018081612,-0.00066706486,-2.3361133e-09,-4.3881045e-09,8.618364e-09
00.281,0.0009505063,-0.00018081612,-0.0018887954,-6.4378654e-09,-3.3842298e-08,6.724961e-08
00.322,0.00033964106,-0.00079168135,0.00055466563,-2.7217439e-08,-1.1676617e-08,-1.9069008e-08
00.363,-0.0021038197,-0.00079168135,0.0017763962,-3.8053926e-08,1.0112479e-07,-8.5386446e-08
00.383,-0.00027122418,-0.00018081612,-5.6199602e-05,-1.0034512e-09,1.5051769e-09,3.118835e-10
00.422,0.00033964106,-0.00079168135,-5.6199602e-05,-2.2932861e-08,-9.83848e-09,1.6279499e-09
00.463,-0.0008820894,-0.00079168135,-5.6199602e-05,-1.5760557e-08,1.7560374e-08,1.118805e-09
00.481,-0.00027122418,-0.00079168135,-0.00066706486,-1.4214429e-08,4.8697584e-09,1.1976973e-08
00.523,-0.00018387043,-0.00068477995,-0.0012754865,-3.3531247e-08,9.003482e-09,6.245605e-08
00.562,0.0004269948,-0.00068477995,-0.0006646214,-1.2010885e-08,-7.489392e-09,1.1657309e-08
