timestamp,x,y,z,roll,pitch,yaw
00.012,3.4208453e-05,0.00061697385,-0.00071226887,9.7605675e-09,-5.4118e-10,1.1268141e-08
00.052,0.0006450737,0.0012278392,-0.00010140363,2.8647628e-08,-1.5050695e-08,2.365924e-09
00.072,-0.00057665684,6.1086525e-06,-0.00010140363,6.000941e-11,5.6648886e-09,9.961562e-10
00.112,-0.00057665684,-0.0006047566,-0.00010140363,-1.7081051e-08,1.6287387e-08,2.8640958e-09
00.152,-0.0011875221,-0.0012156218,0.0005094616,-3.61827e-08,3.5346318e-08,-1.5164007e-08
00.171,-0.0017983873,-0.0006047566,-0.00010140363,-1.9278211e-08,5.7328336e-08,3.2325085e-09
00.212,-0.00057665684,-0.0006047566,-0.00010140363,-1.7081051e-08,1.6287387e-08,2.8640958e-09
00.253,3.4208453e-05,-0.0006047566,-0.00010140363,-6.231273e-09,-3.5247605e-10,1.0448397e-09
00.272,0.0018668042,0.0012278392,-0.00071226887,4.8310078e-08,-7.345054e-08,2.8024653e-08
00.313,0.0030885346,0.00061697385,0.0005094616,6.605027e-08,-3.3064376e-07,-5.4540518e-08
00.353,-0.00057665684,-0.0006047566,0.0005094616,-9.929817e-09,9.468432e-09,-8.365118e-09
00.372,0.0006450737,6.1086525e-06,0.0005094616,8.424514e-11,-8.89629e-09,-7.0260473e-09
00.411,-0.0017983873,-0.001826487,-0.00010140363,-1.572161e-07,1.547974e-07,8.7283984e-09
00.451,-0.0011875221,-0.001826487,-0.00010140363,-6.6831674e-08,4.3451767e-08,3.7103889e-09
00.472,3.4208453e-05,-0.0024373524,-0.00071226887,-1.038462e-07,-1.457492e-09,3.0347035e-08
00.512,-0.00057665684,-0.0006047566,0.0005094616,-1.9859634e-08,1.8936865e-08,-1.6730237e-08
00.550,0.0006450737,0.00061697385,0.0005094616,1.06386375e-08,-1.1123171e-08,-8.784777e-09
00.572,0.0006450737,-0.0006047566,-0.00010140363,-9.030247e-09,-9.632264e-09,1.5141627e-09
00.611,0.0024776694,-0.0006047566,-0.00071226887,-2.6866955e-08,-1.100731e-07,3.1643303e-08
00.651,-0.00057665684,-0.0006047566,0.0005094616,-9.929817e-09,9.468432e-09,-8.365118e-09
00.672,-0.0017983873,-0.0012156218,0.0005094616,-4.547382e-08,6.727383e-08,-1.905787e-08
00.712,3.4208453e-05,-0.0006047566,-0.00010140363,-6.231273e-09,-3.5247605e-10,1.0448397e-09
00.751,3.4208453e-05,-0.0006047566,-0.00071226887,-9.486648e-09,-5.366185e-10,1.1173163e-08
00.773,-0.00057665684,-0.0006047566,0.0005094616,-9.929817e-09,9.468432e-09,-8.365118e-09
00.813,0.0006450737,0.0024495698,-0.001323134,1.17448145e-07,-3.0928984e-08,6.3439565e-08
00.852,3.4208453e-05,6.1086525e-06,0.0005094616,5.233409e-11,-2.9307087e-10,-4.364663e-09
00.892,3.4208453e-05,-0.0012156218,0.0011203269,-3.3722575e-08,-9.489763e-10,-3.1078997e-08
00.913,3.4208453e-05,-0.001826487,-0.00010140363,-5.6065705e-08,-1.0500601e-09,3.1126781e-09
00.952,-0.00057665684,-0.0012156218,0.0005094616,-2.9341665e-08,1.3918862e-08,-1.2296959e-08
00.993,0.0024776694,0.0012278392,-0.00071226887,5.882208e-08,-1.18697685e-07,3.412266e-08
01.013,3.4208453e-05,-0.0006047566,0.0005094616,-8.030533e-09,-4.542523e-10,-6.7651156e-09
01.053,3.4208453e-05,6.1086525e-06,-0.00010140363,2.1971498e-11,-1.2304038e-10,3.6472686e-10
01.093,0.0006450737,-0.0012156218,-0.00010140363,-2.8142827e-08,-1.4934082e-08,2.3475923e-09
01.112,-0.00057665684,0.00061697385,-0.001323134,1.6247848e-08,1.518611e-08,3.4844394e-08
01.153,-0.003109915,-0.0011917981,-0.00068294734,-1.359568e-07,3.5476984e-07,7.790862e-08
01.193,-5.5588738e-05,0.0012516628,-0.00068294734,2.996498e-08,1.3308021e-09,1.6349853e-08
01.211,-0.00066645397,-0.0005809328,0.00053878315,-1.00908855e-08,1.1576399e-08,-9.35874e-09
01.251,-0.00066645397,-0.0005809328,0.00053878315,-2.0181771e-08,2.3152799e-08,-1.871748e-08
01.292,-5.5588738e-05,-0.0005809328,-7.2082104e-05,-5.7311103e-09,5.484028e-10,7.111158e-10
01.312,-0.0012773192,-0.0005809328,-7.2082104e-05,-1.3694429e-08,3.0110463e-08,1.699204e-09
01.353,-0.00066645397,0.0006407976,-0.00068294734,2.471468e-08,2.570421e-08,2.6340338e-08
01.393,-0.0018881845,-0.0005809328,-7.2082104e-05,-1.92672e-08,6.2623464e-08,2.3906734e-09
01.412,0.0011661417,0.0006407976,-7.2082104e-05,1.4326036e-08,-2.6070929e-08,1.6115088e-09
01.452,0.0005552765,-0.0005809328,0.00053878315,-1.8859817e-08,-1.8026892e-08,-1.749144e-08
01.492,-5.5588738e-05,-0.0011917981,0.0011496485,-3.312888e-08,1.5452226e-09,-3.195723e-08
01.512,0.0005552765,2.9932397e-05,-7.2082104e-05,2.8159117e-10,-5.223804e-09,6.781176e-10
01.552,0.001777007,0.0006407976,-0.00068294734,2.1594909e-08,-5.988522e-08,2.3015357e-08
01.592,-0.00066645397,2.9932397e-05,0.00053878315,4.3063242e-10,9.588162e-09,-7.751383e-09
01.631,-5.5588738e-05,0.001862528,-7.2082104e-05,5.8269805e-08,1.7391121e-09,2.2551123e-09
01.652,-0.0012773192,-0.0005809328,-7.2082104e-05,-1.3694429e-08,3.0110463e-08,1.699204e-09
01.692,-5.5588738e-05,2.9932397e-05,-7.2082104e-05,4.812019e-11,8.936606e-11,1.1588128e-10
01.732,-0.00066645397,0.0012516628,-7.2082104e-05,2.9816338e-08,1.5875854e-08,1.7170951e-09
01.750,-0.00066645397,-0.0011917981,-7.2082104e-05,-2.734092e-08,1.5289054e-08,1.6536286e-09
01.792,0.0005552765,0.0012516628,-7.2082104e-05,2.8794389e-08,-1.2774086e-08,1.6582424e-09
01.831,0.0011661417,0.0006407976,0.00053878315,1.5433278e-08,-2.808592e-08,-1.2976313e-08
