timestamp,temp
00.000,30.07
00.250,30.07
00.500,30.07
00.750,30.07
01.000,30.07
01.250,30.07
01.500,30.07
01.750,30.07
02.000,30.09
02.250,30.09
02.500,30.09
02.750,30.09
03.000,30.07
03.250,30.07
03.500,30.07
03.750,30.07
04.000,30.07
04.250,30.07
04.500,30.07
04.750,30.07
05.000,30.07
05.250,30.07
05.500,30.07
05.750,30.07
06.000,30.07
06.250,30.07
06.500,30.07
06.750,30.07
07.000,30.09
07.250,30.09
07.500,30.09
07.750,30.09
08.000,30.09
08.250,30.09
08.500,30.09
08.750,30.09
09.000,30.07
09.250,30.07
09.500,30.07
09.750,30.07
10.000,30.09
10.250,30.09
10.500,30.09
10.750,30.09
11.000,30.07
11.250,30.07
11.500,30.07
11.750,30.07
12.000,30.09
12.250,30.09
12.500,30.09
12.750,30.09
13.000,30.07
13.250,30.07
13.500,30.07
13.750,30.07
14.000,30.11
14.250,30.11
14.500,30.11
14.750,30.11
15.000,30.11
15.250,30.11
15.500,30.11
15.750,30.11
16.000,30.09
16.250,30.09
16.500,30.09
16.750,30.09
17.000,30.11
17.250,30.11
17.500,30.11
17.750,30.11
18.000,30.11
18.250,30.11
18.500,30.11
18.750,30.11
19.000,30.11
19.250,30.11
19.500,30.11
19.750,30.11
20.000,30.09
20.250,30.09
20.500,30.09
20.750,30.09
21.000,30.11
21.250,30.11
21.500,30.11
21.750,30.11
22.000,30.13
22.250,30.13
22.500,30.13
22.750,30.13
23.000,30.11
23.250,30.11
23.500,30.11
23.750,30.11
24.000,30.15
24.250,30.15
24.500,30.15
24.750,30.15
25.000,30.15
25.250,30.15
25.500,30.15
25.750,30.15
26.000,30.13
26.250,30.13
26.500,30.13
26.750,30.13
27.000,30.11
27.250,30.11
27.500,30.11
27.750,30.11
28.000,30.13
28.250,30.13
28.500,30.13
28.750,30.13
29.000,30.11
29.250,30.11
29.500,30.11
29.750,30.11
30.000,30.11
30.250,30.11
30.500,30.11
30.750,30.11
31.000,30.13
31.250,30.13
31.500,30.13
31.750,30.13
32.000,30.15
32.250,30.15
32.500,30.15
32.750,30.15
33.000,30.13
33.250,30.13
33.500,30.13
33.750,30.13
34.000,30.13
34.250,30.13
34.500,30.13
34.750,30.13
35.000,30.13
35.250,30.13
35.500,30.13
35.750,30.13
36.000,30.13
36.250,30.13
36.500,30.13
36.750,30.13
37.000,30.11
37.250,30.11
37.500,30.11
37.750,30.11
38.000,30.13
38.250,30.13
38.500,30.13
38.750,30.13
39.000,30.11
39.250,30.11
39.500,30.11
39.750,30.11
40.000,30.11
40.250,30.11
40.500,30.11
40.750,30.11
41.000,30.13
41.250,30.13
41.500,30.13
41.750,30.13
42.000,30.13
42.250,30.13
42.500,30.13
42.750,30.13
43.000,30.13
43.250,30.13
43.500,30.13
43.750,30.13
44.000,30.11
44.250,30.11
44.500,30.11
44.750,30.11
45.000,30.13
45.250,30.13
45.500,30.13
45.750,30.13
46.000,30.15
46.250,30.15
46.500,30.15
46.750,30.15
47.000,30.15
47.250,30.15
47.500,30.15
47.750,30.15
48.000,30.11
48.250,30.11
48.500,30.11
48.750,30.11
49.000,30.13
49.250,30.13
49.500,30.13
49.750,30.13
50.000,30.11
50.250,30.11
50.500,30.11
50.750,30.11
51.000,30.15
51.250,30.15
51.500,30.15
51.750,30.15
52.000,30.13
52.250,30.13
52.500,30.13
52.750,30.13
53.000,30.13
53.250,30.13
53.500,30.13
53.750,30.13
54.000,30.13
54.250,30.13
54.500,30.13
54.750,30.13
55.000,30.13
55.250,30.13
55.500,30.13
55.750,30.13
56.000,30.13
56.250,30.13
56.500,30.13
56.750,30.13
57.000,30.11
57.250,30.11
57.500,30.11
57.750,30.11
58.000,30.15
58.250,30.15
58.500,30.15
58.750,30.15
59.000,30.11
59.250,30.11
59.500,30.11
59.750,30.11
