ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1601141400.0,sleep,111,,,ALONE,,,home,4,1,3
1601141460.0,sleep,111,,,ALONE,,,home,4,1,3
1601141520.0,sleep,111,,,ALONE,,,home,4,1,3
1601141580.0,sleep,111,,,ALONE,,,home,4,1,3
1601141640.0,sleep,111,,,ALONE,,,home,4,1,3
1601141700.0,sleep,111,,,ALONE,,,home,4,1,3
1601141760.0,sleep,111,,,ALONE,,,home,4,1,3
1601141820.0,sleep,111,,,ALONE,,,home,4,1,3
1601141880.0,sleep,111,,,ALONE,,,home,4,1,3
1601141940.0,sleep,111,,,ALONE,,,home,4,1,3
1601142000.0,sleep,111,,,ALONE,,,home,4,1,3
1601142060.0,sleep,111,,,ALONE,,,home,4,1,3
1601142120.0,sleep,111,,,ALONE,,,home,4,1,3
1601142180.0,sleep,111,,,ALONE,,,home,4,1,3
1601142240.0,sleep,111,,,ALONE,,,home,4,1,3
1601142300.0,sleep,111,,,ALONE,,,home,4,1,3
1601142360.0,sleep,111,,,ALONE,,,home,4,1,3
1601142420.0,sleep,111,,,ALONE,,,home,4,1,3
1601142480.0,sleep,111,,,ALONE,,,home,4,1,3
1601142540.0,sleep,111,,,ALONE,,,home,4,1,3
1601142600.0,sleep,111,,,ALONE,,,home,4,1,3
1601142660.0,sleep,111,,,ALONE,,,home,4,1,3
1601142720.0,sleep,111,,,ALONE,,,home,4,1,3
1601142780.0,sleep,111,,,ALONE,,,home,4,1,3
1601142840.0,sleep,111,,,ALONE,,,home,4,1,3
1601142900.0,sleep,111,,,ALONE,,,home,4,1,3
1601142960.0,sleep,111,,,ALONE,,,home,4,1,3
1601143020.0,sleep,111,,,ALONE,,,home,4,1,3
1601143080.0,sleep,111,,,ALONE,,,home,4,1,3
1601143140.0,sleep,111,,,ALONE,,,home,4,1,3
1601143200.0,sleep,111,,,ALONE,,,home,4,1,3
1601143260.0,sleep,111,,,ALONE,,,home,4,1,3
1601143320.0,sleep,111,,,ALONE,,,home,4,1,3
1601143380.0,sleep,111,,,ALONE,,,home,4,1,3
1601143440.0,sleep,111,,,ALONE,,,home,4,1,3
1601143500.0,sleep,111,,,ALONE,,,home,4,1,3
1601143560.0,sleep,111,,,ALONE,,,home,4,1,3
